1,0.08277027027027027
2,0.11824324324324324
3,0.13006756756756757
4,0.14020270270270271
5,0.15202702702702703
6,0.17736486486486486
7,0.18412162162162163
8,0.19087837837837837
9,0.20101351351351351
10,0.20608108108108109
11,0.20945945945945946
12,0.21283783783783783
13,0.22297297297297297
14,0.22972972972972974
15,0.23648648648648649
16,0.23986486486486486
17,0.24324324324324326
18,0.24493243243243243
19,0.2483108108108108
20,0.2533783783783784
21,0.25844594594594594
22,0.2685810810810811
23,0.2685810810810811
24,0.2719594594594595
25,0.27702702702702703
26,0.28378378378378377
27,0.2905405405405405
28,0.2939189189189189
29,0.2956081081081081
30,0.2989864864864865
31,0.2989864864864865
32,0.30405405405405406
33,0.30405405405405406
34,0.30405405405405406
35,0.30574324324324326
36,0.30743243243243246
37,0.3091216216216216
38,0.3125
39,0.3158783783783784
40,0.31756756756756754
41,0.31925675675675674
42,0.32263513513513514
43,0.3260135135135135
44,0.3277027027027027
45,0.3310810810810811
46,0.3344594594594595
47,0.33614864864864863
48,0.33614864864864863
49,0.33952702702702703
50,0.33952702702702703
51,0.34121621621621623
52,0.34628378378378377
53,0.3547297297297297
54,0.3547297297297297
55,0.3581081081081081
56,0.3597972972972973
57,0.3614864864864865
58,0.3614864864864865
59,0.36655405405405406
60,0.36655405405405406
61,0.36655405405405406
62,0.36655405405405406
63,0.36824324324324326
64,0.36824324324324326
65,0.3716216216216216
66,0.3733108108108108
67,0.3733108108108108
68,0.38006756756756754
69,0.38006756756756754
70,0.38175675675675674
71,0.38344594594594594
72,0.38513513513513514
73,0.38682432432432434
74,0.3902027027027027
75,0.3902027027027027
76,0.3918918918918919
77,0.3918918918918919
78,0.3952702702702703
79,0.3969594594594595
80,0.39864864864864863
81,0.40033783783783783
82,0.40371621621621623
83,0.40540540540540543
84,0.40878378378378377
85,0.40878378378378377
86,0.40878378378378377
87,0.41047297297297297
88,0.4155405405405405
89,0.4206081081081081
90,0.4222972972972973
91,0.4239864864864865
92,0.42567567567567566
93,0.42736486486486486
94,0.42905405405405406
95,0.43243243243243246
96,0.43243243243243246
97,0.43243243243243246
98,0.4341216216216216
99,0.4358108108108108
100,0.4375
